,date_open,price_open,date_close,price_close,type,total,total_sum
21,2022-03-31 15:37:00,4600.94,2022-03-31 15:58:00,4602.92,sell,-1.980000000000473,-17.869999999996253
22,2022-03-31 16:13:00,4598.32,2022-03-31 16:24:00,4600.0,sell,-1.680000000000291,-19.549999999996544
23,2022-03-31 16:32:00,4594.61,2022-03-31 16:40:00,4592.38,sell,2.2299999999995634,-17.31999999999698
24,2022-03-31 16:50:00,4596.32,2022-03-31 17:00:00,4585.88,buy,-10.4399999999996,-27.75999999999658
25,2022-03-31 17:24:00,4583.82,2022-03-31 17:29:00,4587.57,sell,-3.75,-31.50999999999658
26,2022-03-31 17:34:00,4593.62,2022-03-31 17:41:00,4589.45,buy,-4.170000000000073,-35.67999999999665
27,2022-03-31 17:46:00,4599.26,2022-03-31 18:03:00,4596.55,buy,-2.7100000000000364,-38.38999999999669
28,2022-03-31 18:07:00,4596.55,2022-03-31 18:22:00,4596.35,sell,0.1999999999998181,-38.18999999999687
29,2022-03-31 18:41:00,4596.97,2022-03-31 18:48:00,4593.07,buy,-3.9000000000005457,-42.08999999999742
30,2022-03-31 19:08:00,4591.0,2022-03-31 19:29:00,4585.51,sell,5.489999999999782,-36.599999999997635
31,2022-03-31 20:31:00,4586.45,2022-03-31 20:36:00,4583.41,buy,-3.0399999999999636,-39.6399999999976
32,2022-03-31 20:52:00,4589.25,2022-03-31 20:57:00,4586.61,buy,-2.6400000000003274,-42.279999999997926
33,2022-03-31 21:00:00,4582.02,2022-03-31 21:13:00,4578.5,sell,3.5200000000004366,-38.75999999999749
34,2022-03-31 22:00:00,4585.58,2022-03-31 22:05:00,4583.72,buy,-1.8599999999996726,-40.61999999999716
35,2022-03-31 22:15:00,4580.36,2022-03-31 22:30:00,4570.36,sell,10.0,-30.619999999997162
36,2022-03-31 22:32:00,4565.83,2022-03-31 22:48:00,4561.25,sell,4.579999999999927,-26.039999999997235
37,2022-03-31 23:10:00,4542.37,2022-03-31 23:22:00,4543.83,buy,1.4600000000000364,-24.5799999999972
38,2022-03-31 23:24:00,4542.1,2022-03-31 23:32:00,4543.77,sell,-1.6700000000000728,-26.24999999999727
39,2022-04-01 09:22:00,4549.8,2022-04-01 09:30:00,4549.54,buy,-0.2600000000002183,-26.50999999999749
40,2022-04-01 10:23:00,4555.11,2022-04-01 10:27:00,4553.13,buy,-1.9799999999995634,-28.489999999997053
41,2022-04-01 10:31:00,4549.13,2022-04-01 10:40:00,4549.63,sell,-0.5,-28.989999999997053
42,2022-04-01 12:32:00,4558.22,2022-04-01 12:45:00,4555.95,buy,-2.2700000000004366,-31.25999999999749
43,2022-04-01 15:32:00,4551.07,2022-04-01 15:38:00,4552.77,sell,-1.7000000000007276,-32.95999999999822
44,2022-04-01 16:34:00,4541.57,2022-04-01 16:48:00,4543.74,sell,-2.1700000000000728,-35.12999999999829
45,2022-04-01 16:51:00,4536.24,2022-04-01 17:01:00,4536.08,sell,0.15999999999985448,-34.969999999998436
46,2022-04-01 17:03:00,4530.54,2022-04-01 17:10:00,4537.15,sell,-6.609999999999673,-41.57999999999811
47,2022-04-01 17:34:00,4530.49,2022-04-01 17:40:00,4527.57,buy,-2.9200000000000728,-44.49999999999818
48,2022-04-01 17:46:00,4532.26,2022-04-01 17:59:00,4535.57,buy,3.3099999999994907,-41.18999999999869
49,2022-04-01 18:13:00,4533.8,2022-04-01 18:21:00,4537.69,sell,-3.889999999999418,-45.07999999999811
50,2022-04-01 18:30:00,4529.83,2022-04-01 18:47:00,4523.56,sell,6.269999999999527,-38.80999999999858
51,2022-04-01 18:54:00,4525.59,2022-04-01 18:56:00,4519.55,buy,-6.039999999999964,-44.849999999998545
52,2022-04-01 19:07:00,4513.37,2022-04-01 19:10:00,4514.92,sell,-1.550000000000182,-46.39999999999873
53,2022-04-01 19:33:00,4512.37,2022-04-01 19:42:00,4515.26,sell,-2.8900000000003274,-49.289999999999054
54,2022-04-01 19:44:00,4518.27,2022-04-01 19:52:00,4514.53,buy,-3.740000000000691,-53.029999999999745
55,2022-04-01 20:11:00,4509.88,2022-04-01 20:23:00,4512.37,sell,-2.4899999999997817,-55.51999999999953
56,2022-04-01 20:37:00,4518.38,2022-04-01 20:45:00,4520.39,buy,2.0100000000002183,-53.50999999999931
57,2022-04-01 21:03:00,4526.01,2022-04-01 21:10:00,4527.96,buy,1.949999999999818,-51.55999999999949
58,2022-04-01 21:17:00,4532.51,2022-04-01 21:37:00,4536.06,buy,3.550000000000182,-48.00999999999931
59,2022-04-01 22:02:00,4539.77,2022-04-01 22:11:00,4531.51,buy,-8.260000000000218,-56.26999999999953
60,2022-04-01 22:33:00,4520.98,2022-04-01 22:40:00,4526.6,sell,-5.6200000000008,-61.89000000000033
61,2022-04-01 22:42:00,4521.69,2022-04-01 22:44:00,4521.59,buy,-0.0999999999994543,-61.98999999999978
62,2022-04-04 10:07:00,4545.8,2022-04-04 10:18:00,4539.69,sell,6.110000000000582,-55.8799999999992
63,2022-04-04 11:44:00,4538.65,2022-04-04 11:52:00,4541.47,sell,-2.8200000000006185,-58.69999999999982
64,2022-04-04 12:06:00,4547.32,2022-04-04 12:17:00,4551.06,buy,3.740000000000691,-54.95999999999913
65,2022-04-04 15:48:00,4546.25,2022-04-04 15:52:00,4547.91,sell,-1.6599999999998545,-56.61999999999898
66,2022-04-04 16:31:00,4543.53,2022-04-04 16:36:00,4543.4,sell,0.13000000000010914,-56.48999999999887
67,2022-04-04 16:50:00,4553.19,2022-04-04 17:11:00,4561.78,buy,8.590000000000146,-47.89999999999873
68,2022-04-04 17:15:00,4555.93,2022-04-04 17:21:00,4557.4,sell,-1.4699999999993452,-49.36999999999807
69,2022-04-04 17:44:00,4558.3,2022-04-04 17:48:00,4562.92,sell,-4.619999999999891,-53.98999999999796
70,2022-04-04 18:02:00,4564.96,2022-04-04 18:12:00,4563.99,buy,-0.9700000000002547,-54.95999999999822
71,2022-04-04 19:41:00,4567.42,2022-04-04 19:50:00,4567.51,sell,-0.09000000000014552,-55.04999999999836
72,2022-04-04 21:08:00,4567.94,2022-04-04 21:17:00,4570.44,sell,-2.5,-57.54999999999836
73,2022-04-04 22:50:00,4581.16,2022-04-04 22:55:00,4578.61,buy,-2.550000000000182,-60.099999999998545
74,2022-04-04 22:59:00,4584.22,2022-04-04 23:47:00,4584.44,buy,0.21999999999934516,-59.8799999999992
75,2022-04-05 10:04:00,4581.38,2022-04-05 10:06:00,4578.86,buy,-2.5200000000004366,-62.399999999999636
76,2022-04-05 10:37:00,4588.47,2022-04-05 10:46:00,4588.24,buy,-0.23000000000047294,-62.63000000000011
77,2022-04-05 16:31:00,4577.5,2022-04-05 16:48:00,4583.33,buy,5.829999999999927,-56.80000000000018
78,2022-04-05 16:53:00,4580.03,2022-04-05 16:56:00,4583.07,sell,-3.0399999999999636,-59.840000000000146
79,2022-04-05 17:00:00,4586.91,2022-04-05 17:05:00,4579.71,buy,-7.199999999999818,-67.03999999999996
80,2022-04-05 17:38:00,4554.59,2022-04-05 17:46:00,4560.2,sell,-5.609999999999673,-72.64999999999964
81,2022-04-05 17:47:00,4560.25,2022-04-05 17:59:00,4566.1,buy,5.850000000000364,-66.79999999999927
82,2022-04-05 18:10:00,4559.53,2022-04-05 18:12:00,4563.78,sell,-4.25,-71.04999999999927
83,2022-04-05 18:34:00,4564.83,2022-04-05 18:36:00,4558.61,buy,-6.220000000000255,-77.26999999999953
84,2022-04-05 18:59:00,4550.55,2022-04-05 19:05:00,4552.29,sell,-1.7399999999997817,-79.00999999999931
85,2022-04-05 19:10:00,4552.94,2022-04-05 19:15:00,4550.14,buy,-2.7999999999992724,-81.80999999999858
86,2022-04-05 19:19:00,4545.85,2022-04-05 19:32:00,4544.09,sell,1.7600000000002183,-80.04999999999836
87,2022-04-05 19:53:00,4549.96,2022-04-05 20:01:00,4548.84,buy,-1.1199999999998909,-81.16999999999825
88,2022-04-05 20:08:00,4556.14,2022-04-05 20:24:00,4558.82,buy,2.6799999999993815,-78.48999999999887
89,2022-04-05 20:36:00,4552.03,2022-04-05 20:56:00,4544.33,sell,7.699999999999818,-70.78999999999905
90,2022-04-05 21:20:00,4547.8,2022-04-05 21:28:00,4546.07,buy,-1.730000000000473,-72.51999999999953
91,2022-04-05 21:32:00,4542.68,2022-04-05 21:42:00,4543.66,sell,-0.9799999999995634,-73.49999999999909
92,2022-04-05 21:59:00,4540.27,2022-04-05 22:17:00,4530.57,sell,9.700000000000728,-63.79999999999836
93,2022-04-05 22:24:00,4533.74,2022-04-05 22:30:00,4526.26,buy,-7.479999999999563,-71.27999999999793
94,2022-04-05 22:47:00,4517.85,2022-04-05 22:51:00,4521.37,sell,-3.519999999999527,-74.79999999999745
95,2022-04-06 10:32:00,4520.8,2022-04-06 10:42:00,4513.02,sell,7.779999999999745,-67.01999999999771
96,2022-04-06 11:21:00,4502.92,2022-04-06 11:27:00,4506.56,sell,-3.6400000000003274,-70.65999999999804
97,2022-04-06 11:50:00,4509.36,2022-04-06 12:04:00,4508.67,buy,-0.6899999999995998,-71.34999999999764
98,2022-04-06 12:59:00,4501.25,2022-04-06 13:09:00,4500.75,buy,-0.5,-71.84999999999764
99,2022-04-06 13:16:00,4495.79,2022-04-06 13:24:00,4496.35,sell,-0.5600000000004002,-72.40999999999804
100,2022-04-06 16:32:00,4479.71,2022-04-06 16:54:00,4472.82,sell,6.890000000000327,-65.51999999999771
101,2022-04-06 17:01:00,4466.04,2022-04-06 17:14:00,4465.11,sell,0.930000000000291,-64.58999999999742
102,2022-04-06 17:16:00,4469.86,2022-04-06 17:26:00,4468.01,buy,-1.8499999999994543,-66.43999999999687
103,2022-04-06 17:29:00,4464.24,2022-04-06 17:35:00,4467.62,sell,-3.380000000000109,-69.81999999999698
104,2022-04-06 17:42:00,4470.54,2022-04-06 17:52:00,4468.06,buy,-2.4799999999995634,-72.29999999999654
105,2022-04-06 17:54:00,4466.74,2022-04-06 18:03:00,4464.7,sell,2.0399999999999636,-70.25999999999658
106,2022-04-06 18:13:00,4463.47,2022-04-06 18:22:00,4468.26,sell,-4.789999999999964,-75.04999999999654
107,2022-04-06 18:23:00,4470.45,2022-04-06 18:32:00,4464.46,buy,-5.989999999999782,-81.03999999999633
108,2022-04-06 18:48:00,4474.43,2022-04-06 18:57:00,4472.48,buy,-1.9500000000007276,-82.98999999999705
109,2022-04-06 19:14:00,4466.96,2022-04-06 19:23:00,4463.82,sell,3.1400000000003274,-79.84999999999673
110,2022-04-06 20:24:00,4472.95,2022-04-06 20:46:00,4478.79,buy,5.8400000000001455,-74.00999999999658
111,2022-04-06 20:58:00,4477.11,2022-04-06 21:00:00,4480.39,sell,-3.280000000000655,-77.28999999999724
112,2022-04-06 22:15:00,4497.25,2022-04-06 22:17:00,4487.6,buy,-9.649999999999636,-86.93999999999687
113,2022-04-06 22:37:00,4479.32,2022-04-06 22:52:00,4485.77,buy,6.450000000000728,-80.48999999999614
114,2022-04-07 02:37:00,4472.98,2022-04-07 03:02:00,4466.0,sell,6.979999999999563,-73.50999999999658
115,2022-04-07 04:45:00,4474.16,2022-04-07 04:49:00,4472.16,buy,-2.0,-75.50999999999658
116,2022-04-07 09:09:00,4469.23,2022-04-07 09:20:00,4471.7,buy,2.4700000000002547,-73.03999999999633
117,2022-04-07 10:15:00,4483.91,2022-04-07 10:19:00,4482.68,buy,-1.2299999999995634,-74.26999999999589
118,2022-04-07 10:26:00,4487.42,2022-04-07 10:30:00,4482.51,buy,-4.9099999999998545,-79.17999999999574
119,2022-04-07 10:57:00,4476.94,2022-04-07 11:06:00,4478.94,sell,-2.0,-81.17999999999574
120,2022-04-07 11:10:00,4481.5,2022-04-07 11:14:00,4477.52,buy,-3.9799999999995634,-85.1599999999953
121,2022-04-07 11:47:00,4482.0,2022-04-07 12:04:00,4486.31,buy,4.3100000000004,-80.8499999999949
122,2022-04-07 14:08:00,4498.6,2022-04-07 14:09:00,4489.07,buy,-9.530000000000655,-90.37999999999556
123,2022-04-07 15:05:00,4481.91,2022-04-07 15:19:00,4480.05,sell,1.8599999999996726,-88.51999999999589
124,2022-04-07 15:55:00,4471.66,2022-04-07 16:01:00,4473.64,sell,-1.980000000000473,-90.49999999999636
125,2022-04-07 16:05:00,4467.33,2022-04-07 16:17:00,4470.81,sell,-3.480000000000473,-93.97999999999683
126,2022-04-07 16:34:00,4476.94,2022-04-07 16:44:00,4478.84,buy,1.9000000000005457,-92.07999999999629
127,2022-04-07 17:01:00,4488.33,2022-04-07 17:05:00,4477.98,buy,-10.350000000000364,-102.42999999999665
128,2022-04-07 17:20:00,4472.01,2022-04-07 17:25:00,4475.51,sell,-3.5,-105.92999999999665
129,2022-04-07 17:35:00,4478.43,2022-04-07 17:39:00,4471.69,buy,-6.740000000000691,-112.66999999999734
130,2022-04-07 17:54:00,4466.79,2022-04-07 17:55:00,4468.89,sell,-2.100000000000364,-114.76999999999771
131,2022-04-07 18:01:00,4474.1,2022-04-07 18:07:00,4466.9,buy,-7.200000000000728,-121.96999999999844
132,2022-04-07 18:28:00,4460.42,2022-04-07 18:38:00,4459.38,sell,1.0399999999999636,-120.92999999999847
133,2022-04-07 18:53:00,4455.84,2022-04-07 19:02:00,4459.8,sell,-3.9600000000000364,-124.88999999999851
134,2022-04-07 19:10:00,4465.87,2022-04-07 19:16:00,4461.13,buy,-4.739999999999782,-129.6299999999983
135,2022-04-07 19:19:00,4459.19,2022-04-07 19:22:00,4460.36,sell,-1.1700000000000728,-130.79999999999836
136,2022-04-07 19:49:00,4450.13,2022-04-07 19:51:00,4454.96,sell,-4.829999999999927,-135.6299999999983
137,2022-04-07 20:03:00,4462.56,2022-04-07 20:24:00,4474.64,buy,12.079999999999927,-123.54999999999836
138,2022-04-07 20:31:00,4480.59,2022-04-07 20:39:00,4475.64,buy,-4.949999999999818,-128.49999999999818
139,2022-04-07 20:55:00,4481.98,2022-04-07 21:06:00,4486.46,buy,4.480000000000473,-124.01999999999771
140,2022-04-07 21:18:00,4483.82,2022-04-07 21:25:00,4491.47,sell,-7.650000000000546,-131.66999999999825
141,2022-04-07 21:48:00,4494.74,2022-04-07 22:07:00,4510.61,buy,15.86999999999989,-115.79999999999836
142,2022-04-07 22:12:00,4517.21,2022-04-07 22:19:00,4513.21,buy,-4.0,-119.79999999999836
143,2022-04-07 22:20:00,4511.08,2022-04-07 22:31:00,4511.44,sell,-0.3599999999996726,-120.15999999999804
144,2022-04-07 22:33:00,4513.38,2022-04-07 22:42:00,4513.6,buy,0.22000000000025466,-119.93999999999778
145,2022-04-07 22:46:00,4520.27,2022-04-07 22:49:00,4513.47,buy,-6.800000000000182,-126.73999999999796
146,2022-04-08 03:32:00,4497.49,2022-04-08 03:39:00,4497.96,sell,-0.47000000000025466,-127.20999999999822
147,2022-04-08 10:06:00,4506.72,2022-04-08 10:10:00,4512.29,sell,-5.569999999999709,-132.77999999999793
148,2022-04-08 10:14:00,4512.76,2022-04-08 10:16:00,4509.67,buy,-3.0900000000001455,-135.86999999999807
149,2022-04-08 10:38:00,4516.55,2022-04-08 10:47:00,4514.16,buy,-2.3900000000003274,-138.2599999999984
150,2022-04-08 16:03:00,4497.19,2022-04-08 16:16:00,4496.4,sell,0.7899999999999636,-137.46999999999844
151,2022-04-08 16:33:00,4486.47,2022-04-08 16:47:00,4482.02,sell,4.449999999999818,-133.01999999999862
152,2022-04-08 16:52:00,4475.42,2022-04-08 17:01:00,4479.14,sell,-3.7200000000002547,-136.73999999999887
